citationId,sourceId,locator,boundedContext,sourceFact,subjectAlignment,claimAlignment
CIT_JRN_R25_B01_SPC_MACROCHEIRA_KAEMPFERI_PERSONALITY_ID_001,SRC_R25_B01_018,Predation and Ecosystem Roles,"Juveniles decorate their shells with sponges, kelp, and other objects to disguise themselves; attached sponges provide camouflage and protection.",Young spider crabs construct camouflage by carrying living and inert seafloor material.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B01_SPC_MACROCHEIRA_KAEMPFERI_TERRAIN_BROAD_001,SRC_R25_B01_018,Geographic range and habitat,The species inhabits marine waters off Japan and forages as a scavenger on deep seafloor habitat.,Japanese spider crabs are deep-water marine benthic animals.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B01_SPC_MACROCHEIRA_KAEMPFERI_TERRAIN_SPECIFIC_001,SRC_R25_B01_018,Habitat and decorating behavior,"Individuals use structurally complex seafloor material, including sponges and kelp, while occupying deep ocean habitat.",Deep pelagic-bottom and coral-sponge structure provide the documented habitat context.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B01_SPC_MACROGLOSSUM_STELLATARUM_PERSONALITY_ID_001,SRC_R25_B01_039,Abstract and discrimination experiments,Experiments tested innate pattern preference and trained M. stellatarum to distinguish flower patterns associated with nectar reward.,Hummingbird hawkmoths learn visual patterns that predict rewarding flowers.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B01_SPC_MACROGLOSSUM_STELLATARUM_TERRAIN_BROAD_001,SRC_R25_B01_039,Ecology context; exact-species habitat record,"The species feeds in open nectar-rich areas and is frequently recorded in grassland, gardens, farmland, and dry coastal localities.","Open grassland, developed gardens, farmland, and coastal areas support adult foraging.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B01_SPC_MACROGLOSSUM_STELLATARUM_TERRAIN_SPECIFIC_001,SRC_R25_B01_039,Nectar-foraging ecology and field habitat,"Adults hover at nectar-rich flowers in meadows, gardens, farms, settlements, and dry rocky coastal grassland.","Meadow, flowering habitat, farmland, city, village, and coastal terrain match observed use.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B01_SPC_MACROPANESTHIA_RHINOCEROS_PERSONALITY_ID_001,SRC_R25_B01_041,Subsocial cockroaches and Geoscapheinae section,"The review reports that M. rhinoceros adults mate in the burrow and both sexes collect leaf litter and frass for their young, with a documented division of labor.",Both parents provision young with collected litter and frass inside the nest burrow.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B01_SPC_MACROPANESTHIA_RHINOCEROS_TERRAIN_BROAD_001,SRC_R25_B01_041,Species life-history discussion,"The giant burrowing cockroach is flightless, long-lived, and burrow-dependent, feeding on dry eucalypt leaf litter gathered from the ground.",The species couples subterranean burrows with eucalypt forest-floor foraging.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B01_SPC_MACROPANESTHIA_RHINOCEROS_TERRAIN_SPECIFIC_001,SRC_R25_B01_041,Nest and food description,Family groups occupy soil burrows and use dry leaf litter from surrounding woodland as the principal food and provisioning material.,"Woodland, forest floor, soil, and burrow are the documented habitat elements.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B01_SPC_MACROTERMES_BELLICOSUS_PERSONALITY_ID_001,SRC_R25_B01_053,Introduction and study-system description,"M. bellicosus colonies contain up to millions of termites divided into four sterile castes, with young minor workers caring for brood and queen and older workers building and foraging.",Colony life is organized through reproductive and sterile castes with specialized labor.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B01_SPC_MACROTERMES_BELLICOSUS_TERRAIN_BROAD_001,SRC_R25_B01_053,Study system; exact-species habitat literature,The mound-building fungus grower occurs across open grass to dense bush savanna and uses extensive soil nests beneath and within large mounds.,"Savanna, woodland edge, and subterranean soil are core habitat domains.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B01_SPC_MACROTERMES_BELLICOSUS_TERRAIN_SPECIFIC_001,SRC_R25_B01_053,Mound and savanna occurrence,"Colonies construct large soil mounds across savanna and open forest settings, with most nest functions occurring in protected soil galleries.","Savanna, woodland, forest edge, soil, and burrow tokens match documented mound habitat.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B01_SPC_MAGICICADA_SEPTENDECIM_PERSONALITY_ID_001,SRC_R25_B01_023,Abstract,"Seventeen-year Magicicada species in a brood are the same age and emerge in the same seventeenth year, with the co-occurring species perfectly synchronized.",Entire broods coordinate a mass adult emergence after seventeen subterranean years.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B01_SPC_MAGICICADA_SEPTENDECIM_TERRAIN_BROAD_001,SRC_R25_B01_023,Abstract and habitat analysis,The species spends most of its long juvenile life underground and emerges within woodland habitat partitioned among co-occurring periodical cicadas.,Its life cycle depends on both subterranean soil and deciduous woodland.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B01_SPC_MAGICICADA_SEPTENDECIM_TERRAIN_SPECIFIC_001,SRC_R25_B01_023,Woodland microhabitat results,"The study distinguishes microhabitats within the same woodland, while juveniles develop below the forest floor on tree roots.","Woodland, forest floor, soil, and burrow represent the documented life-cycle habitat.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B01_SPC_MALAYOPYTHON_RETICULATUS_PERSONALITY_ID_001,SRC_R25_B01_025,Species biology and feeding behavior,The monograph describes a large nonvenomous python whose predation relies on seizing vertebrate prey and killing it through constriction.,Reticulated pythons overpower captured prey with muscular constriction.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B01_SPC_MALAYOPYTHON_RETICULATUS_TERRAIN_BROAD_001,SRC_R25_B01_025,Section 2.5 Habitat use and spatial ecology,"M. reticulatus thrives in rainforests, swamps, riverine areas, plantations, and urban areas and is frequently found near rivers, streams, canals, and other water bodies.","The python uses forest, wetland, freshwater, agricultural, and urban landscapes.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B01_SPC_MALAYOPYTHON_RETICULATUS_TERRAIN_SPECIFIC_001,SRC_R25_B01_025,Section 2.5,"The authority explicitly lists rainforest, swamp, riverine, plantation, and urban habitats across the species range.","Rain forest, swamp, river, farmland, city, and village map directly to documented habitat.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_CADAVER_AMBULANS_PERSONALITY_ID_001,SRC_R25_B02_022,"Pages 409-411, lines 382-402",The ethnographic account distinguishes a revived person kept frightened and made to labor from a kidnapped dead spirit enslaved in a charm; both are called zonbi in Haitian Kreyol.,Traditional Haitian zonbi identity is defined by captured agency and coerced service after apparent death.,EXACT_TRADITIONAL_ENTITY,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_CADAVER_AMBULANS_TERRAIN_BROAD_001,SRC_R25_B02_022,"Page 410, lines 399-402","The article locates dead-spirit zonbi material in skulls taken from graveyards by a boko priest, placing the traditional entity in a human funerary setting.",Haitian zonbi tradition is explicitly connected to built funerary and ritual places.,EXACT_TRADITIONAL_ENTITY,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_CADAVER_AMBULANS_TERRAIN_SPECIFIC_001,SRC_R25_B02_022,"Page 410, graveyard and priest context",The exact tradition links zonbi embodiment to graveyard remains and priestly ritual practice.,The supported funerary ritual setting normalizes to temple terrain.,EXACT_TRADITIONAL_ENTITY,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_CADAVER_OSSEUS_PERSONALITY_ID_001,SRC_R25_B02_060,"English abstract and iconography discussion, lines 22-24",The scholarly iconography entry explains that personified Death became a concrete dead skeleton or decomposed corpse conceived as a mirror of the living and summoning them in hierarchical order.,The medieval Dance of Death tradition animates the skeleton as a continuing personification that acts among the living.,EXACT_TRADITIONAL_ENTITY,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_CADAVER_OSSEUS_TERRAIN_BROAD_001,SRC_R25_B02_060,Keywords and documented medieval contexts,The tradition is tied to cemeteries and ossuaries and was promoted by mendicant orders through sermons and sacred art.,Traditional skeletal personifications are situated in built funerary and religious settings.,EXACT_TRADITIONAL_ENTITY,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_CADAVER_OSSEUS_TERRAIN_SPECIFIC_001,SRC_R25_B02_060,"Cemetery, ossuary, mendicant, sermon and sacred-art context","The documented setting is a funerary religious environment associated with cemeteries, ossuaries, and church art.",The supported sacred funerary setting normalizes to temple terrain.,EXACT_TRADITIONAL_ENTITY,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MANTIS_RELIGIOSA_PERSONALITY_ID_001,SRC_R25_B02_011,Behavior and habitat strategy discussion,The study relates coloration and vegetation choice to the species' concealment strategy as a sit-and-wait insect predator.,European mantises use vegetation concealment while waiting to seize passing prey.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MANTIS_RELIGIOSA_TERRAIN_BROAD_001,SRC_R25_B02_011,Field habitat observations,Individuals were surveyed across structurally varied herbaceous and shrub vegetation and showed habitat-associated color patterns.,The species occupies open grassland and vegetated forest-edge environments.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MANTIS_RELIGIOSA_TERRAIN_SPECIFIC_001,SRC_R25_B02_011,Mapped study plots and vegetation categories,"Study locations include meadow-like herb cover, scrub, field margins, and transitional vegetation.","Meadow, scrubland, forest edge, and farmland match documented habitat use.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MARATUS_VOLANS_PERSONALITY_ID_001,SRC_R25_B02_031,Results and Discussion,"Courtship proceeds through stereotyped visual and vibratory stages, including fan dancing, third-leg waving, rumble-rumps, and a pre-mount finale.",Males coordinate elaborate visual and substrate-borne signals during prolonged courtship.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MARATUS_VOLANS_TERRAIN_BROAD_001,SRC_R25_B02_031,Methods: General Methods,Wild specimens were collected in Ku-ring-gai Chase National Park and Muogamarra Reserve near Sydney.,The studied population inhabits natural woodland and open vegetated reserve habitat.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MARATUS_VOLANS_TERRAIN_SPECIFIC_001,SRC_R25_B02_031,Field sites and ground-active study organism,"Collection sites comprise Australian woodland, scrub, and ground-layer vegetation used by small jumping spiders.","Woodland, forest floor, and scrubland represent the documented field setting.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MASTOPHORA_HUTCHINSONI_PERSONALITY_ID_001,SRC_R25_B02_045,Abstract,Prey composition and male moth approach behavior support the hypothesis that females produce chemicals mimicking prey sex pheromones.,Female bolas spiders imitate moth pheromones to attract and capture male moths.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MASTOPHORA_HUTCHINSONI_TERRAIN_BROAD_001,SRC_R25_B02_045,Two-site field ecology survey,More than twenty spiders were observed hunting at outdoor sites supporting diverse nocturnal moth communities and woody-edge vegetation.,The documented hunting system occurs in wooded and open-edge terrestrial habitat.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MASTOPHORA_HUTCHINSONI_TERRAIN_SPECIFIC_001,SRC_R25_B02_045,Field sites and nocturnal prey community,"Woodland, forest-edge, and meadow vegetation support the nocturnal moth fauna targeted by the spiders.","Woodland, forest edge, and meadow map the surveyed hunting environment.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MEGACHILE_ROTUNDATA_PERSONALITY_ID_001,SRC_R25_B02_024,Species overview,Females are solitary but gregarious cavity nesters that construct linear brood cells from cut leaf pieces in natural cavities or managed nesting boards.,Females repeatedly cut leaves and build individual provisioned cells for their offspring.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MEGACHILE_ROTUNDATA_TERRAIN_BROAD_001,SRC_R25_B02_024,Pollination and nesting overview,The bee is intensively managed for alfalfa seed production and nests in both natural cavities and artificial boards.,Flowering agricultural landscapes and built nesting structures support the species.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MEGACHILE_ROTUNDATA_TERRAIN_SPECIFIC_001,SRC_R25_B02_024,Managed pollination and cavity nesting,"Alfalfa fields, flower-rich open land, and human-made nesting boards provide forage and nest sites.","Farmland, flowering habitat, meadow, and workshop tokens match documented use.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MEGARHYSSA_MACRURA_PERSONALITY_ID_001,SRC_R25_B02_021,Megarhyssa macrura species section,The female uses an extremely long ovipositor to drill into wood and deposit an egg on or beside a wood-boring horntail larva.,Offspring develop by parasitizing horntail larvae concealed within dead wood.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MEGARHYSSA_MACRURA_TERRAIN_BROAD_001,SRC_R25_B02_021,Host and oviposition habitat,The wasp searches standing or fallen dead trees containing the tunnels of its wood-boring host.,Wooded habitat containing dead timber is required for reproduction.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MEGARHYSSA_MACRURA_TERRAIN_SPECIFIC_001,SRC_R25_B02_021,Deadwood host galleries,Host tunnels occur in dead trunks and logs in woodland and mature forest-floor environments.,"Woodland, old-growth forest, and forest-floor deadwood support the life cycle.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MELANOPLUS_FEMURRUBRUM_PERSONALITY_ID_001,SRC_R25_B02_061,Food habits and abundance,"The species is polyphagous, feeding across grasses, sedges, and many forbs, and generally remains solitary rather than undertaking migration.","Individuals forage locally across a broad, mixed plant diet.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MELANOPLUS_FEMURRUBRUM_TERRAIN_BROAD_001,SRC_R25_B02_061,Habitat,"It occurs in dense grass and weeds, fields, margins, roadsides, pastures, meadows, lawns, and open woods.","The species uses grassland, open woodland, agriculture, roadsides, and lawns.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MELANOPLUS_FEMURRUBRUM_TERRAIN_SPECIFIC_001,SRC_R25_B02_061,Habitat list,"Cultivated fields, pastures, meadows, field edges, roads, open woods, and suburban lawns are explicitly documented.","Prairie, meadow, farmland, forest edge, road, and city map the listed habitats.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MICROCENTRUM_RHOMBIFOLIUM_PERSONALITY_ID_001,SRC_R25_B02_023,Greater angle-wing caption and morphology,"The university account identifies Microcentrum rhombifolium specifically as a leaf-mimic katydid, with foliage-like wing shape and coloration.",The katydid's body and wings visually imitate a living leaf.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MICROCENTRUM_RHOMBIFOLIUM_TERRAIN_BROAD_001,SRC_R25_B02_023,Habits and host plants,Greater angle-wings live and call among leaves in trees and shrubs and are also common in urban plantings.,Woody vegetation in natural and developed settings provides habitat.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MICROCENTRUM_RHOMBIFOLIUM_TERRAIN_SPECIFIC_001,SRC_R25_B02_023,Tree and shrub activity,"Calling occurs from tree crowns and shrubs in woodland, edges, yards, and other settled green spaces.","Canopy, woodland, forest edge, city, and village reflect the documented vegetation use.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MICRURUS_FULVIUS_PERSONALITY_ID_001,SRC_R25_B02_001,Behavior and anti-predator behavior,The account describes defensive postures and conspicuous movements associated with the coral snake's warning coloration and potent bite.,Threatened coral snakes use conspicuous body and tail displays before or during defense.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MICRURUS_FULVIUS_TERRAIN_BROAD_001,SRC_R25_B02_001,Habitat,"Eastern coral snakes inhabit forests, coastal plains, wetlands, and residential areas and spend much time underground or under logs, rocks, and organic matter.","The species spans wooded, wetland, fossorial, and suburban environments.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MICRURUS_FULVIUS_TERRAIN_SPECIFIC_001,SRC_R25_B02_001,Habitat,"Hardwood and pine woods, scrub, marsh, sandy soil, underground cover, and residential settings are explicitly documented.","Woodland, scrub, marsh, soil, burrow, and city match exact habitat records.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MORELIA_VIRIDIS_PERSONALITY_ID_001,SRC_R25_B02_002,Food Habits,Green tree pythons are obligate ambush predators that move infrequently and can reuse one ambush site for up to fourteen days.,The snake waits for days from a fixed perch until prey enters striking range.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MORELIA_VIRIDIS_TERRAIN_BROAD_001,SRC_R25_B02_002,Habitat,"The species inhabits tropical lowland and low-montane rain forest from sea level to about 2,000 meters.",Tropical forest is the species' core habitat domain.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MORELIA_VIRIDIS_TERRAIN_SPECIFIC_001,SRC_R25_B02_002,Habitat and arboreal behavior,"Individuals live on branches, vines, tree hollows, and epiphytic vegetation in lowland and montane rainforest.","Rain forest, montane forest, cloud forest, and canopy map the documented habitat.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MORPHO_MENELAUS_PERSONALITY_ID_001,SRC_R25_B02_042,Field dummy experiments,The study tested responses of patrolling males to field dummies and identifies M. menelaus by its fully blue iridescent wing display.,Males patrol while presenting conspicuous iridescent wings to other butterflies.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MORPHO_MENELAUS_TERRAIN_BROAD_001,SRC_R25_B02_042,Peruvian field site,Experiments used locally captured Morpho butterflies at an Amazonian tropical forest site.,The observed display behavior occurs in tropical rainforest.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MORPHO_MENELAUS_TERRAIN_SPECIFIC_001,SRC_R25_B02_042,Patrolling strata and field placement,"Morpho males patrol forest flight paths spanning understory, openings, and canopy-edge light environments.","Rain forest, canopy, and forest edge reflect the documented flight habitat.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MUSCA_DOMESTICA_PERSONALITY_ID_001,SRC_R25_B02_033,Introduction and activity study,"The species is strongly synanthropic and highly active around people and farm animals, with dense crawling and feeding aggregations on exposed surfaces.",Houseflies openly search human and livestock environments for transient feeding opportunities.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MUSCA_DOMESTICA_TERRAIN_BROAD_001,SRC_R25_B02_033,Introduction,Musca domestica is linked to human habitats and can occur in very large numbers around farm animals.,Built settlements and livestock agriculture are primary habitat domains.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MUSCA_DOMESTICA_TERRAIN_SPECIFIC_001,SRC_R25_B02_033,Synanthropic and farm context,"Homes, urban facilities, villages, barns, and animal-production sites supply feeding and breeding substrates.","City, village, farmland, and workshop represent the documented synanthropic habitat.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MYRMECOCYSTUS_MEXICANUS_PERSONALITY_ID_001,SRC_R25_B02_051,Study system and load-carriage context,"The study examines M. mexicanus, whose colony stores liquid food in greatly distended replete workers suspended in underground nest chambers.",Colonies maintain living food stores that can provision nestmates during scarcity.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MYRMECOCYSTUS_MEXICANUS_TERRAIN_BROAD_001,SRC_R25_B02_051,Species ecology and nocturnal foraging,M. mexicanus is a nocturnal forager of arid southwestern landscapes and nests in soil below the desert surface.,The species combines arid surface foraging with subterranean nesting.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_MYRMECOCYSTUS_MEXICANUS_TERRAIN_SPECIFIC_001,SRC_R25_B02_051,Nest and arid foraging environment,"Colonies occupy soil nests in desert scrub, with workers emerging at night and repletes hanging inside burrow chambers.","Hot desert, scrubland, soil, and burrow map the documented habitat.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_NAJA_NAJA_PERSONALITY_ID_001,SRC_R25_B02_003,Behavior,"When threatened, Naja naja raises the front third of its body and extends neck ribs and loose skin into its distinctive hood.",The cobra enlarges and displays its hood as a conspicuous threat response.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_NAJA_NAJA_TERRAIN_BROAD_001,SRC_R25_B02_003,Habitat and Food Habits,"The species occurs in forest, rainforest, grassland, scrub, and cultivated areas and enters buildings while hunting rodents.","Indian cobras occupy natural vegetation, agriculture, and settled environments.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_NAJA_NAJA_TERRAIN_SPECIFIC_001,SRC_R25_B02_003,Habitat categories,"Rain forest, savanna, scrub forest, cultivated land, villages, and buildings are documented settings.","Rain forest, savanna, scrubland, farmland, village, and city map the listed habitat.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_NASUTITERMES_CORNIGER_PERSONALITY_ID_001,SRC_R25_B02_043,Methods: Study species,Colonies house thousands to millions of highly territorial termites; soldiers shoot adhesive secretion and workers also fight with mandibles.,Distinct castes coordinate physical and chemical defense of the colony.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_NASUTITERMES_CORNIGER_TERRAIN_BROAD_001,SRC_R25_B02_043,Study species and nesting accounts,"N. corniger builds arboreal rainforest nests and tunnels and can also nest on buildings, mangroves, ground surfaces, and occasionally underground.","Forest, built, and subsurface environments all support colonies.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_NASUTITERMES_CORNIGER_TERRAIN_SPECIFIC_001,SRC_R25_B02_043,La Selva site and nest locations,"Lowland rainforest canopy, mangrove roots, roof rafters, palms, and soil nests are documented.","Rain forest, canopy, mangrove, city, village, and soil map exact nest settings.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_NEOTIBICEN_CANICULARIS_PERSONALITY_ID_001,SRC_R25_B02_020,Dog-Day Cicadas life cycle,"Nymphs emerge from soil, climb a tree or building, split the exoskeleton, pull free, and pump fluid into expanding wings.",The cicada transforms from subterranean nymph to winged adult through a visible molt.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_NEOTIBICEN_CANICULARIS_TERRAIN_BROAD_001,SRC_R25_B02_020,Dog-Day Cicadas,"Juveniles feed below ground on tree and shrub roots, while adults emerge onto trees and upright built surfaces every summer.","The life cycle spans woodland roots, soil, and developed landscapes.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_NEOTIBICEN_CANICULARIS_TERRAIN_SPECIFIC_001,SRC_R25_B02_020,Emergence and host description,"Soil tunnels, tree roots, trunks, canopies, buildings, and settled green spaces provide successive life-stage habitats.","Woodland, soil, burrow, canopy, city, and village reflect documented use.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_NEPA_CINEREA_PERSONALITY_ID_001,SRC_R25_B02_027,Ecology and microhabitat comparison,Nepa cinerea is identified as a slow-moving ambush predator that hides in vegetation near the surface and grabs approaching prey with specialized forelegs.,The bug waits concealed among aquatic plants and strikes prey at close range.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_NEPA_CINEREA_TERRAIN_BROAD_001,SRC_R25_B02_027,Aquatic bug study system,The species occupies still or slow freshwater with dense shallow vegetation near the air-water interface.,Freshwater and vegetated wetlands are its documented habitat domains.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_NEPA_CINEREA_TERRAIN_SPECIFIC_001,SRC_R25_B02_027,Microhabitat preferences,"Plant-rich ponds, marsh margins, swamps, and shallow lake edges supply its surface-access ambush habitat.","Pond, marsh, swamp, and lake map the reported microhabitat.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_ODONTODACTYLUS_SCYLLARUS_PERSONALITY_ID_001,SRC_R25_B02_004,Food habits and predation,"Peacock mantis shrimp use heavily calcified raptorial appendages to deliver extremely rapid smashing blows against gastropods, crustaceans, and bivalves.",The animal attacks hard prey with a sudden high-energy club strike.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_ODONTODACTYLUS_SCYLLARUS_TERRAIN_BROAD_001,SRC_R25_B02_004,Habitat,The species occupies shallow tropical marine water and shelters in existing or excavated burrows around reef habitat.,Shallow ocean and coastal reef environments support the species.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_ODONTODACTYLUS_SCYLLARUS_TERRAIN_SPECIFIC_001,SRC_R25_B02_004,Habitat and shelter,Individuals live near coral reefs in holes and burrows within loose or structured benthic substrate.,"Coral reef, burrow, and soil map the documented benthic habitat.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_ODONTOMACHUS_BAURI_PERSONALITY_ID_001,SRC_R25_B02_029,Abstract,"O. bauri mandibles close at 35 to 64 meters per second, enabling predatory capture, intruder ejection, and ballistic escape.",Trap jaws deliver an almost instantaneous strike used in attack and escape.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_ODONTOMACHUS_BAURI_TERRAIN_BROAD_001,SRC_R25_B02_029,Natural-history context,The species forages in neotropical lowland forest and drier seasonal habitats and nests under canopy epiphytes or in woody material.,Forest and seasonal open woodland support colonies and foragers.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_ODONTOMACHUS_BAURI_TERRAIN_SPECIFIC_001,SRC_R25_B02_029,Costa Rican nest and foraging records,"Records include rainforest ground foraging, canopy epiphyte nests, forest-floor logs, woodland, and semiarid habitat.","Rain forest, canopy, forest floor, woodland, and savanna map exact records.",EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
CIT_JRN_R25_B02_SPC_ONYMACRIS_UNGUICULARIS_PERSONALITY_ID_001,SRC_R25_B02_030,Results and Discussion,O. unguicularis alone adopted the characteristic head-standing fog-basking posture and used condensate collected on its back as water.,The beetle endures desert water scarcity by harvesting coastal fog in a specialized stance.,EXACT_SPECIES,ACCEPTED_DIRECT_EVIDENCE
